Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
,"Security, work, and relief policies. 1942",United States. National Resources Planning Board. Committee on Long-range Work and Relief Policies,"Washington, U.S. Govt. Print. Off",1942,http://www.archive.org/details/securityworkreli1942unitrich/mode/thumb?view=theater,securityworkreli1942unitrich,"Charities, Social security","10.2,12.3",,,,x,,
x,See and Hear: The Journal on Audio-Visual Learning,,"[Eau Claire, Wis. : See and Hear, a division of E.M. Hale and Co.",1945-1951,"https://archive.org/details/prelinger_library?tab=collection&query=""Library+of+Congress+Copyright+Office""+""Motion+Pictures""",,"Audio-visual education, Motion pictures in education, Radio in education, Visual education, Education","10.0,7.1,7.2",Bountiful,"Photos, illustrations",,,,
,Seeing America book one : farm and field,"Pitkin, Walter B. (Walter Broughton), 1878-1953","New York, The Macmillan company",1926,http://www.archive.org/details/seeingamerica00pitkrich/mode/thumb?view=theater,seeingamerica00pitkrich,Readers -- Geography,"2.0,1.0,1.1,2.7",Bountiful,Photos and maps,,,,
,"Seeing America on the cuff, as told to Frank Gill, jr","Livingstone, Paul Clyde","Hollywood, Murray & Gee",c1940,http://www.archive.org/details/seeingamericaonc00livirich/mode/thumb?view=theater,seeingamericaonc00livirich,"Automobile travel, United States -- Description and travel","3.0,8.6,8.4",Light,Stick figure cartoons,Travelogue,,,x
,Selected articles on censorship of the theater and moving pictures,"Beman, Lamar Taney, 1877- comp","New York, The H.W. Wilson company",1931,http://www.archive.org/details/selectedarticles00bemarich/mode/thumb?view=theater,selectedarticles00bemarich,"Theater -- Censorship., Motion pictures -- Censorship","7.1,10.2",,,,,,
,"Selected educational motion pictures, a descriptive encyclopedia",American Council on Education. Committee on Motion Pictures in Education,"Washington, D.C., American council on education",1942,http://www.archive.org/details/selectededucatio00amerrich/mode/thumb?view=theater,selectededucatio00amerrich,Educational films,"10.0,7.2",,,,x,,
,Selected films for American history and problems,"Hartley, William Harrison","New York, Teachers College, Columbia University",1940,http://www.archive.org/details/selectedfilmsfor00hartrich/mode/thumb?view=theater,selectedfilmsfor00hartrich,"Motion pictures in education, Social sciences -- Study and teaching, United States -- History Study and teaching","10.0,7.2",,,,,,
,Selected mental health films : a guide for persons responsible for planning and conducting mental health education programs in the community or in specialized educational settings,Mental Health Materials Center (U.S.),"[Washington] U.S. Dept. of Health, Education, and Welfare, National Institute of Mental Health",1967,http://www.archive.org/details/selectedmentalhe00mentrich/mode/thumb?view=theater,selectedmentalhe00mentrich,Mental health -- Film catalogs,"10.0,12.3,12.1,7.2",,,,x,,
,"Selected papers, ed. with a biographical sketch and a bibliography by Max H. Fisch;","Binkley, Robert C. (Robert Cedric), 1897-1940","Cambridge, Harvard Univ. Press",1948,http://www.archive.org/details/selectedpapersed00bink/mode/thumb?view=theater,selectedpapersed00bink,Learning and scholarship,10.1,,,,,,
,Selected problems in the law of water rights in the West,"Hutchins, Wells Aleck, 1888- [from old catalog]","Washington, U. S. Govt. print. off.",1942,http://www.archive.org/details/selectedproblems00hutcrich/mode/thumb?view=theater,selectedproblems00hutcrich,"Water -- Law and legislation, Water rights -- West (U.S.)","2.0,4.1,0.2,4.0",,,,x,,
,Self-service food stores,"Dipman, Carl William, 1889-","New York, The Progressive grocer",c1946,http://www.archive.org/details/selfservicefoods00dipmrich/mode/thumb?view=theater,selfservicefoods00dipmrich,Grocery trade,"12.2,8.1",Bountiful,Photos and disagrams of display racks,,,,
,Selling Mrs. Consumer,"Frederick, Christine McGaffey, 1883-","New York, The Business bourse",1929,http://www.archive.org/details/sellingmrsconsum00fredrich/mode/thumb?view=theater,sellingmrsconsum00fredrich,"Consumers -- United States., Home economics, Cost and standard of living -- United States.","9.2,6.2,12.2",Light,A few illustrations and graphs,,,,
,Selling things,"Marden, Orison Swett, 1848-","New York, Thomas Y. Crowell company",c1916,http://www.archive.org/details/sellingthings00mardrich/mode/thumb?view=theater,sellingthings00mardrich,Salesmen and salemanship.,"6.2,12.2",,,,,,
,Selling with color,"Birren, Faber, 1900-",New York : McGraw-Hill,1945,http://www.archive.org/details/sellingwithcolor00birrrich/mode/thumb?view=theater,sellingwithcolor00birrrich,"Color, Color -- Psychology","6.2,6.0,12.2",Medium,"Strangely, black and white only",,,,
,Sex at choice,"Erskine, Cicely Quicke","New York, Putnam",1925,http://www.archive.org/details/sexatchoice00erskrich/mode/thumb?view=theater,sexatchoice00erskrich,Sex -- Cause and determination,10.4,,,This book presents 20+ years of scientific know-how on how to influence the sex of your child -- lol,,,
,"Sexual knowledge; the knowledge of self and sex in simple language: for the instruction of young people, young wives and young husbands, fathers and mothers, teachers and nurses, and all who feel a need of reliable information on the best way and the best time to impart sexual knowledge to boys and girls","Hall, Winfield Scott, b. 1861","Philadelphia, The John C. Winston Company",c1916,http://www.archive.org/details/sexualknowledgek00hallrich/mode/thumb?view=theater,sexualknowledgek00hallrich,"Sexual ethics, Hygiene, Sexual","10.0,10.4,12.3",Light,A few anatomical drawings,,,,
,"Shade-trees in towns and cities; their selection, planting, and care as applied to the art of street decoration; their diseases and remedies; their control and supervision","Solotaroff, William","New York, J. Wiley",1911,http://www.archive.org/details/shadetreesintown00solorich/mode/thumb?view=theater,shadetreesintown00solorich,Trees,"4.2,2.0,5.0",Bountiful,Photos and diagrams,,,,
,Shape-up and hiring hall; a comparison of hiring methods and labor relations on the New York and Seattle water fronts,"Larrowe, Charles P","Berkeley, University of California Press",1955,http://www.archive.org/details/shapeuphiringhal00larrrich/mode/thumb?view=theater,shapeuphiringhal00larrrich,"Stevedores -- New York (State) New York, Stevedores -- Washington (State) Seattle, Hiring halls","11.4,3.3",Light,A few photos and maps,,,,
,Sheep shelters and equipment for southern states,United States. Agricultural Research Service,"Washington, D.C. : U.S. Dept. of Agriculture",1955,http://www.archive.org/details/sheepsheltersequ00unitrich/mode/thumb?view=theater,sheepsheltersequ00unitrich,Sheep,"0.5,2.0",Bountiful,Sheep stuff!!!,,x,,
,Shelter for living,"Pickering, Ernest, 1893-","New York, J. Wiley and Sons, inc.; London, Chapman and Hall limited",1941,http://www.archive.org/details/shelterforliving00pickrich/mode/thumb?view=theater,shelterforliving00pickrich,Housing -- United States,"5.3,5.0",Bountiful,Mostly house plans,,,,
,Shelter from atomic attack in existing buildings; technical manual,United States. Federal Civil Defense Administration,"Washington, U.S. Govt. Print. Off.",1952,http://www.archive.org/details/shelterfromatomi00unitrich/mode/thumb?view=theater,shelterfromatomi00unitrich,Atomic bomb,"11.1,11.0,5.3",,,,x,,
,Shield and compressed air tunneling,"Hewett, Bertram Henry Majendie",New York [etc.] McGraw-Hill book Co.,1922,http://www.archive.org/details/shieldcompressed00hewerich/mode/thumb?view=theater,shieldcompressed00hewerich,Tunneling,"2.2,4.1",Bountiful,"Cross-sections, diagrams, photos",,,,
,Shoot-out in Cleveland: black militants and the police; a report to the National Commission on the Causes and Prevention of Violence,"Masotti, Louis H","Washington, For sale by the Supt. of Docs., U.S. Govt. Print. Off.",1969,http://www.archive.org/details/shootoutinclevel00masorich/mode/thumb?view=theater,shootoutinclevel00masorich,"Riots -- Ohio Cleveland, Cleveland (Ohio) -- History","10.2,9.4,0.3",,,,x,,
,Shopping districts,"DeBoer, S. R","Washington, D.C., American Planning and Civic Association",1937,http://www.archive.org/details/shoppingdistrict00deborich/mode/thumb?view=theater,shoppingdistrict00deborich,City planning,4.3,Bountiful,"Lovely line art of buildings, maps",,,,
,Short stories of the new America : interpreting the America of this age to high school boys and girls,"Laselle, Mary Augusta, 1860-",New York : Henry Holt and Company,1919,http://www.archive.org/details/shortstoriesofne00laserich/mode/thumb?view=theater,shortstoriesofne00laserich,Fiction,"8.6,8.5",,,,,x,
,Should prisoners work? A study of the prison labor problem in the United States,"Robinson, Louis N. (Louis Newton), b. 1880","Philadelphia, Chicago [etc.] The John C. Winston company",c1931,http://www.archive.org/details/shouldprisonersw00robirich/mode/thumb?view=theater,shouldprisonersw00robirich,Convict labor -- United States,"11.4,10.2",,,,,,
,Shrine of the silver dollar,"Spivak, John L. (John Louis), b. 1897","New York, Modern Age Books",1940,http://www.archive.org/details/shrineofsilverdo00spivrich/mode/thumb?view=theater,shrineofsilverdo00spivrich,"Coughlin, Charles E. (Charles Edward), 1891-1979, Catholic Church, Radio journalists -- United States Biography, Radio in propaganda -- United States","12.0,7.3",,,,,,
,"Shut it down! : a college in crisis : San Francisco State College, October 1968-April 1969 : a report to the National Commission on the Causes and Prevention of Violence","Orrick, William H. (William Horsley), 1915-","[Washington : for sale by the Superintendent of Documents, U.S. Govt. Printing Office]",1969,http://www.archive.org/details/shutitdowncolleg00orririch/mode/thumb?view=theater,shutitdowncolleg00orririch,"San Francisco State College, Student movements -- United States","0.0,10.3,10.0,10.4",,,,,,
,Singing valleys; the story of corn,"Giles, Dorothy","New York, Random house",1940,http://www.archive.org/details/singingvalleysst00gilerich/mode/thumb?view=theater,singingvalleysst00gilerich,"Grain, Corn, Agriculture -- United States History",2.0,,No illustrations but an amazing cover,,,,
,Sir Hudson Lowe and Napoleon,"Seaton, R. C. (Robert Cooper), 1853-1915","London, D. Nutt",1893,http://www.archive.org/details/sirhudsonlowenap00seatrich/mode/thumb?view=theater,sirhudsonlowenap00seatrich,"Napoleon I, Emperor of the French, 1769-1821, Lowe, Hudson, Sir, 1769-1844","0.6,11.0",,,,,,
,"Sixty years of 16mm film, 1923-1983: a symposium",Film Council of America,"Evanston, Ill.",1954,http://www.archive.org/details/sixtyyearsof16mm00filmrich/mode/thumb?view=theater,sixtyyearsof16mm00filmrich,"Documentary films, Motion pictures in education, Motion pictures -- History",7.1,,,,,,
,Sizing up people,"Laird, Donald Anderson, 1897-1969","New York, McGraw-Hill",1951,http://www.archive.org/details/sizinguppeople00lairrich/mode/thumb?view=theater,sizinguppeople00lairrich,"Psychology, Applied, Success","12.1,12.2",Medium,Classic midcentury business cartoons,,,,
,Skyscrapers and the men who build them,"Starrett, William Aiken, 1877-","New York, Scribner",1928,http://www.archive.org/details/skyscraperstheme00starrich/mode/thumb?view=theater,skyscraperstheme00starrich,"Architecture -- United States, Building -- United States, Commercial buildings","5.3,4.2",Bountiful,"Mostly photos, some technical drawings",,,,
,Slaves by the billion; the story of mechanical progress in the home,"Bent, Silas, 1882-1945","New York, Toronto, Longmans, Green and co.",1938,http://www.archive.org/details/slavesbybillions00bentrich/mode/thumb?view=theater,slavesbybillions00bentrich,"Home economics -- Equipment and supplies, Domestic engineering, Household appliances, Electric, Gas appliances","5.2,5.0,9.2",,,,,,
,Slums and blighted areas in the United States,"Wood, Edith Elmer, 1871-1945","Washington, U.S. Govt. Print. Off.",1935,http://www.archive.org/details/slumsblightedare00woodrich/mode/thumb?view=theater,slumsblightedare00woodrich,"Housing -- United States, Working class -- Dwellings","4.1,4.2",Medium,"Photos, maps, tables",,x,,
,Slums of New York,"Shulman, Harry Manuel, 1899-","New York, A. & C. Boni, inc.",1938,http://www.archive.org/details/slumsofnewyork00shulrich/mode/thumb?view=theater,slumsofnewyork00shulrich,"Boys, New York (N.Y.) -- Social conditions, New York (N.Y.) -- Poor","0.4,4.2,4.1",,,,,,
,"Slums, large-scale housing and decentralization : reports of the committees on blighted areas and slums, Abram Garfield, chairman ; large-scale operations, Alfred K. Stern, chairman ; business and housing, Harry A. Wheeler, chairman ; industrial decentalization and housing, Stuart W. Crmer, chairman","President's Conference on Home Building and Home Owership (1932 : Washington, D. C.)",Washington : The Conference,c1932,http://www.archive.org/details/slumslargescaleh00presrich/mode/thumb?view=theater,slumslargescaleh00presrich,"Housing -- United States, Labor and laboring classes -- Dwellings, Tenement-houses -- United States, Apartment houses -- United States, Industries, Location of","4.2,4.1",Light,A few photos,,x,,
,Small-town stuff,"Blumenthal, Albert","Chicago, Ill., University of Chicago Press",c1932,http://www.archive.org/details/smalltownstuff00blumrich/mode/thumb?view=theater,smalltownstuff00blumrich,"Sociology, Rural, Cities and towns -- United States, Villages -- United States",2.7,,,,,,
,"Social aspects of wartime evacuation of American cities, with particular emphasis on long-term housing and reemployment","Iklé, Fred Charles. [from old catalog]","Washington, National Academy of Sciences, National Research Council",1956,http://www.archive.org/details/socialaspectsofw00iklrich/mode/thumb?view=theater,socialaspectsofw00iklrich,"Evacuation of civilians. [from old catalog], United States -- Military policy. [from old catalog]","12.1,11.0,10.2",,,,x,,
x,Social Hygiene,American Social Hygiene Association,"Baltimore, MD : American Social Hygiene Association",1914-1954,"https://archive.org/details/prelinger_library?tab=collection&query=""Social+Hygiene""",,"Hygiene, Sexual, Social problems, Sex instruction, Sexually Transmitted Diseases -- prevention & control","10.4,12.3,8.2,5.0",Bountiful,"Photos, illustrations",,,,
